M,3,3099994.759 ,17531339.525 ,85
K,44,3100067.548 ,17516364.519 ,66
Q,2,3099926.568 ,17519399.512 ,74
L,14,3100299.260 ,17516756.180 ,21
M,4,3100658.073 ,17527073.590 ,85
M,5,3100508.307 ,17530585.290 ,85
M,6,3100542.298 ,17531780.942 ,85
Q,3,3100167.257 ,17520609.698 ,74
Q,4,3100649.553 ,17520204.039 ,74
M,7,3100928.462 ,17529047.027 ,85
M,8,3101220.273 ,17518285.913 ,85
K,45,3101062.437 ,17516245.642 ,66
Q,5,3100532.261 ,17518268.148 ,74
O,6,3101547.236 ,17526219.943 ,28
Q,6,3101470.380 ,17520325.524 ,74
P,1,3100428.605 ,17532736.708 ,150
Q,7,3101449.468 ,17519606.407 ,74
P,2,3101268.085 ,17531843.851 ,150
K,46,3101034.080 ,17515580.929 ,66
P,3,3101586.708 ,17539343.711 ,150
M,9,3100810.248 ,17529247.314 ,85
M,10,3100569.676 ,17521325.153 ,85
L,15,3101255.194 ,17517044.643 ,21
P,4,3100774.985 ,17527319.251 ,150
Q,8,3100742.055 ,17519466.606 ,74
P,5,3100777.133 ,17533674.125 ,150
O,7,3100927.526 ,17528427.799 ,28
O,8,3101216.288 ,17526634.768 ,28
P,6,3101800.089 ,17529513.019 ,150
Q,9,3101261.384 ,17520150.469 ,74
O,9,3101320.511 ,17526884.630 ,28
M,11,3100885.007 ,17518198.092 ,85
L,16,3100918.920 ,17516481.313 ,21
M,12,3101395.566 ,17531417.011 ,85
M,13,3101229.859 ,17532357.563 ,85
O,10,3100950.331 ,17530216.991 ,28
Q,10,3101543.245 ,17519212.465 ,74
M,14,3101734.328 ,17518176.215 ,85
M,15,3102360.782 ,17528735.149 ,85
L,17,3101596.890 ,17516445.018 ,21
O,11,3101848.688 ,17525477.856 ,28
Q,11,3101635.699 ,17531203.446 ,74
Q,12,3101917.490 ,17519832.355 ,74
M,16,3101963.831 ,17533381.376 ,85
P,7,3101942.837 ,17533722.518 ,150
M,17,3102490.513 ,17521115.566 ,85
M,18,3101297.559 ,17522358.141 ,85
Q,13,3102182.868 ,17531794.541 ,74
L,18,3102646.864 ,17516850.118 ,21
M,19,3102071.433 ,17521887.453 ,85
M,20,3102540.526 ,17533136.771 ,85
K,47,3101579.186 ,17549696.641 ,66
M,21,3103208.429 ,17528171.591 ,85
M,22,3102705.882 ,17519100.857 ,85
P,8,3103040.873 ,17529290.027 ,150
Q,14,3102573.533 ,17519713.666 ,74
M,23,3102506.869 ,17530269.858 ,85
Q,15,3102801.875 ,17520470.648 ,74
Q,16,3102768.105 ,17531453.380 ,74
M,24,3103234.326 ,17529990.006 ,85
N,26,3101647.749 ,17549579.483 ,58
M,25,3102417.835 ,17533245.826 ,85
M,26,3102267.261 ,17519962.000 ,85
K,48,3102224.378 ,17515871.075 ,66
M,27,3102846.750 ,17527797.156 ,85
Q,17,3103354.474 ,17532371.278 ,74
M,28,3102783.316 ,17527868.527 ,85
M,29,3102846.310 ,17530962.750 ,85
L,19,3102314.024 ,17517755.985 ,21
M,30,3102656.699 ,17528938.323 ,85
L,20,3102615.381 ,17537972.635 ,21
Q,18,3102848.120 ,17533090.746 ,74
K,49,3103339.689 ,17547943.578 ,66
M,31,3102278.273 ,17530084.972 ,85
M,32,3103363.905 ,17528022.058 ,85
M,33,3102915.357 ,17530064.679 ,85
O,12,3103455.130 ,17521639.543 ,28
K,50,3103073.604 ,17548860.315 ,66
L,21,3102859.174 ,17516690.852 ,21
K,51,3102953.883 ,17549337.361 ,66
L,22,3103198.786 ,17548372.677 ,21
M,34,3103359.486 ,17520027.905 ,85
M,35,3103612.431 ,17529313.049 ,85
M,36,3103454.484 ,17533987.831 ,85
M,37,3102464.026 ,17522477.750 ,85
P,9,3103789.822 ,17530350.134 ,150
O,13,3103986.459 ,17522332.915 ,28
M,38,3103569.834 ,17543120.107 ,85
M,39,3103874.966 ,17528831.022 ,85
M,40,3103268.364 ,17519597.218 ,85
L,23,3103818.336 ,17536881.876 ,21
P,10,3103815.715 ,17525225.378 ,150
M,41,3104228.262 ,17527939.464 ,85
L,24,3103833.147 ,17538450.579 ,21
P,11,3103979.601 ,17533772.882 ,150
L,25,3103735.203 ,17543774.118 ,21
N,27,3103302.148 ,17538321.609 ,58
L,26,3103673.542 ,17517285.820 ,21
Q,19,3103922.590 ,17533643.368 ,74
M,42,3103793.696 ,17531389.949 ,85
O,14,3104495.786 ,17524287.652 ,28
P,12,3104623.952 ,17531531.508 ,150
K,52,3104265.586 ,17550237.561 ,66
P,13,3104238.793 ,17531882.901 ,150
L,27,3104243.108 ,17541802.629 ,21
L,28,3104581.317 ,17548540.941 ,21
L,29,3104916.636 ,17543104.245 ,21
M,43,3104303.893 ,17519263.870 ,85
Q,20,3104659.022 ,17532864.796 ,74
L,30,3104436.109 ,17540111.388 ,21
M,44,3104732.578 ,17529402.912 ,85
M,45,3105079.835 ,17523079.820 ,85
M,46,3104997.926 ,17517430.125 ,85
K,53,3104904.184 ,17549135.676 ,66
L,31,3105098.711 ,17546430.412 ,21
O,15,3104316.310 ,17523955.579 ,28
O,16,3104306.718 ,17524817.435 ,28
K,54,3104875.155 ,17537858.809 ,66
O,17,3105273.332 ,17526451.182 ,28
L,32,3105270.364 ,17545031.437 ,21
L,33,3105176.881 ,17538611.645 ,21
O,18,3104144.661 ,17525107.444 ,28
M,47,3104455.432 ,17523342.223 ,85
P,14,3104300.461 ,17528764.095 ,150
M,48,3104291.487 ,17532168.896 ,85
P,15,3105167.222 ,17534219.898 ,150
M,49,3104633.812 ,17529933.541 ,85
P,16,3104691.709 ,17535201.302 ,150
K,55,3104769.932 ,17542344.185 ,66
L,34,3104482.623 ,17544997.103 ,21
O,19,3105011.158 ,17545957.120 ,28
N,28,3104573.363 ,17538392.602 ,58
N,29,3105333.922 ,17551015.996 ,58
P,17,3104943.273 ,17528318.882 ,150
L,35,3104295.508 ,17539949.018 ,21
K,56,3104726.169 ,17541975.445 ,66
M,50,3105283.812 ,17526345.427 ,85
K,57,3104519.806 ,17549254.503 ,66
Q,21,3105605.697 ,17534982.855 ,74
K,58,3104855.403 ,17543403.782 ,66
P,18,3105210.118 ,17524550.910 ,150
K,59,3104974.607 ,17540319.276 ,66
O,20,3105529.246 ,17523536.182 ,28
M,51,3105330.846 ,17522582.665 ,85
K,60,3104950.518 ,17551148.506 ,66
M,52,3105237.443 ,17518638.344 ,85
P,19,3105551.162 ,17529254.216 ,150
K,61,3104892.111 ,17548387.159 ,66
L,36,3105659.395 ,17547274.847 ,21
K,62,3105552.703 ,17548902.171 ,66
K,63,3105506.387 ,17537790.941 ,66
N,30,3105770.241 ,17545226.464 ,58
N,31,3106173.164 ,17541266.905 ,58
L,37,3105991.021 ,17535283.638 ,21
P,20,3106224.143 ,17524661.454 ,150
N,32,3105803.045 ,17543663.434 ,58
K,64,3106274.376 ,17539787.641 ,66
N,33,3106171.570 ,17551318.299 ,58
P,21,3105579.432 ,17526729.235 ,150
L,38,3106634.817 ,17538266.132 ,21
N,34,3106539.179 ,17541650.253 ,58
L,39,3106607.673 ,17535466.320 ,21
Q,22,3106612.833 ,17531537.307 ,74
L,40,3105900.927 ,17546006.288 ,21
N,35,3105976.946 ,17540209.051 ,58
K,65,3106415.170 ,17550303.374 ,66
N,36,3106990.577 ,17544132.159 ,58
K,66,3107174.194 ,17548707.499 ,66
K,67,3107155.931 ,17549569.456 ,66
L,41,3106094.172 ,17535914.304 ,21
K,68,3106974.490 ,17544391.314 ,66
L,42,3106037.858 ,17547933.057 ,21
Q,23,3106365.914 ,17532021.131 ,74
K,69,3106596.182 ,17546106.076 ,66
K,70,3106202.278 ,17542758.172 ,66
K,71,3107114.409 ,17544580.344 ,66
K,72,3106558.808 ,17538973.441 ,66
L,43,3106935.788 ,17536213.533 ,21
L,44,3106618.965 ,17537914.571 ,21
L,45,3106702.908 ,17534853.367 ,21
Q,24,3106829.594 ,17526673.476 ,74
N,37,3106855.118 ,17541368.785 ,58
M,53,3106521.376 ,17530541.725 ,85
L,46,3106478.283 ,17546275.673 ,21
L,47,3107042.550 ,17534878.973 ,21
Q,25,3107204.095 ,17531619.569 ,74
K,73,3107112.818 ,17548128.803 ,66
K,74,3107500.435 ,17544147.897 ,66
L,48,3107598.021 ,17536113.199 ,21
N,38,3106867.959 ,17550985.528 ,58
K,75,3106306.402 ,17549662.806 ,66
K,76,3107576.975 ,17539883.962 ,66
N,39,3107162.734 ,17542815.695 ,58
Q,26,3107343.058 ,17526270.720 ,74
K,77,3107713.439 ,17546257.105 ,66
L,49,3107933.909 ,17536946.601 ,21
M,54,3107841.081 ,17529654.750 ,85
N,40,3108013.352 ,17549795.083 ,58
N,41,3108493.459 ,17542837.456 ,58
K,78,3108461.841 ,17547512.593 ,66
L,50,3107967.599 ,17538399.821 ,21
L,51,3108236.409 ,17534572.174 ,21
L,52,3108535.028 ,17535461.789 ,21
L,53,3108545.667 ,17533427.661 ,21
K,79,3108472.423 ,17545132.327 ,66
N,42,3108142.348 ,17549667.636 ,58
L,54,3108445.307 ,17528161.743 ,21
N,43,3108338.420 ,17541357.704 ,58
L,55,3107981.022 ,17533778.871 ,21
Q,27,3108411.363 ,17532040.176 ,74
L,56,3108880.773 ,17536762.927 ,21
K,80,3108643.403 ,17539908.021 ,66
L,57,3107877.622 ,17546631.119 ,21
L,58,3108538.555 ,17532179.665 ,21
K,81,3107873.314 ,17535350.729 ,66
L,59,3108909.640 ,17527168.267 ,21
K,82,3108107.682 ,17539535.349 ,66
L,60,3108205.635 ,17547312.309 ,21
K,83,3108998.588 ,17536868.510 ,66
L,61,3108018.601 ,17546334.505 ,21
N,44,3108054.850 ,17549317.132 ,58
L,62,3107927.703 ,17538159.622 ,21
L,63,3108003.938 ,17531766.423 ,21
L,64,3108452.998 ,17527964.148 ,21
Q,28,3108323.760 ,17528939.380 ,74
K,84,3108476.678 ,17548434.735 ,66
K,85,3108682.559 ,17537631.084 ,66
K,86,3108251.174 ,17535184.476 ,66
Q,29,3108746.767 ,17530116.187 ,74
Q,30,3108672.527 ,17530198.065 ,74
K,87,3108998.065 ,17540343.180 ,66
K,88,3108909.834 ,17534954.214 ,66
L,65,3109162.065 ,17528152.411 ,21
N,45,3108904.357 ,17541208.347 ,58
K,89,3109262.638 ,17539094.376 ,66
N,46,3108696.526 ,17545037.528 ,58
K,90,3109621.984 ,17547523.694 ,66
K,91,3109336.281 ,17544412.161 ,66
K,92,3110140.553 ,17534667.922 ,66
L,66,3109314.076 ,17531493.116 ,21
K,93,3109507.437 ,17532147.602 ,66
N,47,3109123.163 ,17543047.940 ,58
N,48,3109653.234 ,17533428.411 ,58
K,94,3109959.501 ,17541180.044 ,66
K,95,3109301.461 ,17533060.963 ,66
K,96,3109684.706 ,17537741.110 ,66
K,97,3110003.963 ,17538114.345 ,66
N,49,3109752.721 ,17549406.370 ,58
K,98,3109894.782 ,17536540.109 ,66
K,99,3110015.720 ,17539900.915 ,66
L,67,3110093.483 ,17528896.859 ,21
N,50,3110566.331 ,17542728.231 ,58
L,68,3110068.835 ,17546793.157 ,21
L,69,3110608.406 ,17531126.725 ,21
K,100,3110830.719 ,17532061.226 ,66
N,51,3109912.873 ,17538418.121 ,58
K,101,3110720.117 ,17547033.614 ,66
N,52,3110836.260 ,17541551.267 ,58
L,70,3110544.952 ,17529532.562 ,21
K,102,3109713.733 ,17539327.233 ,66
L,71,3110842.301 ,17530511.887 ,21
K,103,3109847.382 ,17544549.629 ,66
K,104,3110143.934 ,17538437.807 ,66
K,105,3110408.485 ,17532745.647 ,66
K,106,3110045.620 ,17541435.153 ,66
N,53,3110427.941 ,17535495.077 ,58
K,107,3110498.975 ,17546785.238 ,66
L,72,3110521.036 ,17531198.696 ,21
K,108,3110695.839 ,17539573.833 ,66
N,54,3110370.618 ,17534400.724 ,58
N,55,3111086.082 ,17537862.952 ,58
N,56,3109961.420 ,17536963.193 ,58
K,109,3110598.346 ,17545637.720 ,66
N,57,3110285.221 ,17532937.631 ,58
N,58,3111060.851 ,17542311.429 ,58
N,59,3111226.735 ,17534149.150 ,58
N,60,3110611.565 ,17542638.168 ,58
N,61,3110763.981 ,17544449.859 ,58
N,62,3110264.825 ,17547599.100 ,58
K,110,3111742.503 ,17538035.402 ,66
N,63,3110897.520 ,17536716.387 ,58
L,73,3111511.453 ,17531422.806 ,21
K,111,3112154.891 ,17540355.808 ,66
K,112,3112364.110 ,17535103.989 ,66
K,113,3111900.190 ,17533054.953 ,66
K,114,3112558.618 ,17533031.302 ,66
K,115,3111790.501 ,17546573.131 ,66
N,64,3112108.439 ,17536466.576 ,58
L,74,3112315.627 ,17531115.913 ,21
K,116,3112037.354 ,17526191.000 ,66
N,65,3112186.179 ,17542516.597 ,58
K,117,3111725.797 ,17544440.036 ,66
N,66,3112585.052 ,17543002.927 ,58
K,118,3112658.348 ,17538767.177 ,66
N,67,3111847.506 ,17536963.396 ,58
K,119,3112694.497 ,17539561.467 ,66
K,120,3112708.857 ,17532503.995 ,66
K,121,3112763.418 ,17534923.604 ,66
N,68,3112196.523 ,17546408.922 ,58
K,122,3112548.841 ,17533994.354 ,66
L,75,3112247.778 ,17531567.582 ,21
K,123,3112866.320 ,17526697.189 ,66
K,124,3112493.736 ,17540904.026 ,66
K,125,3113114.934 ,17533486.545 ,66
N,69,3113228.173 ,17541613.814 ,58
N,70,3113723.165 ,17542062.748 ,58
N,71,3112220.932 ,17535666.022 ,58
K,126,3113676.076 ,17540122.316 ,66
N,72,3113334.967 ,17545926.864 ,58
N,73,3113235.546 ,17537110.627 ,58
L,76,3114111.480 ,17531931.813 ,21
K,127,3113767.790 ,17527528.992 ,66
K,128,3114060.014 ,17534481.151 ,66
L,77,3114250.827 ,17533337.713 ,21
N,74,3113761.623 ,17545221.837 ,58
N,75,3113578.401 ,17544719.368 ,58
N,76,3113570.806 ,17542934.276 ,58
K,129,3114344.810 ,17529506.562 ,66
L,78,3114209.214 ,17533359.187 ,21
K,130,3114197.139 ,17535391.484 ,66
K,131,3113540.905 ,17528628.761 ,66
K,132,3114374.584 ,17528694.295 ,66
K,133,3114824.024 ,17530751.952 ,66
K,134,3114557.819 ,17534856.338 ,66
K,135,3114134.216 ,17529463.550 ,66
N,77,3114955.074 ,17540453.728 ,58
N,78,3114521.394 ,17537889.010 ,58
K,136,3115396.857 ,17539804.999 ,66
K,137,3114700.754 ,17540362.461 ,66
N,79,3114643.635 ,17538221.773 ,58
K,138,3115167.842 ,17532747.388 ,66
N,80,3115004.424 ,17544134.993 ,58
K,139,3115624.472 ,17529429.827 ,66
N,81,3115770.546 ,17537022.538 ,58
K,140,3115468.861 ,17532868.518 ,66
N,82,3115507.759 ,17535973.440 ,58
K,141,3115852.972 ,17534532.507 ,66
K,142,3116084.010 ,17530216.516 ,66
N,83,3115058.797 ,17542920.953 ,58
N,84,3116367.923 ,17541108.471 ,58
K,143,3116204.724 ,17531295.777 ,66
K,144,3115246.232 ,17533199.382 ,66
N,85,3115404.553 ,17538506.904 ,58
K,145,3116087.424 ,17530738.319 ,66
K,146,3115845.386 ,17530891.584 ,66
K,147,3115642.192 ,17531491.233 ,66
K,148,3116173.959 ,17531653.254 ,66
N,86,3115996.443 ,17539216.313 ,58
K,149,3115927.357 ,17534464.401 ,66
N,87,3116081.093 ,17534857.794 ,58
K,150,3115985.618 ,17530181.076 ,66
N,88,3116501.288 ,17537908.893 ,58
N,89,3115966.532 ,17536882.142 ,58
K,151,3117166.995 ,17534428.708 ,66
K,152,3116661.430 ,17533795.668 ,66
K,153,3117213.116 ,17532129.283 ,66
K,154,3117115.614 ,17530354.323 ,66
K,155,3117513.027 ,17531499.624 ,66
N,90,3117810.229 ,17537744.407 ,58
K,156,3117474.058 ,17537297.494 ,66
N,91,3117276.357 ,17539265.812 ,58
N,92,3117067.205 ,17536569.332 ,58
K,157,3117494.123 ,17536622.232 ,66
N,93,3117230.451 ,17529879.291 ,58
K,158,3118120.582 ,17532502.994 ,66
K,159,3117921.087 ,17533245.634 ,66
R,1,3117989.426 ,17540445.747 ,10
K,160,3117765.160 ,17531923.535 ,66
K,161,3118073.847 ,17535257.603 ,66
N,94,3117501.471 ,17530427.524 ,58
N,95,3117892.283 ,17531201.633 ,58
K,162,3118116.885 ,17532610.180 ,66
N,96,3117263.252 ,17540155.972 ,58
N,97,3115813.329 ,17541553.212 ,58
K,163,3118772.959 ,17531726.202 ,66
K,164,3117841.313 ,17534524.015 ,66
K,165,3118598.628 ,17535257.319 ,66
L,79,3118715.490 ,17533120.808 ,21
N,98,3117890.232 ,17536826.992 ,58
K,166,3118058.868 ,17537688.720 ,66
N,99,3118833.334 ,17531166.112 ,58
K,167,3119644.442 ,17535423.894 ,66
N,100,3118948.485 ,17536976.987 ,58
N,101,3119437.664 ,17539181.534 ,58
L,80,3119551.109 ,17533975.673 ,21
N,102,3118971.856 ,17532597.440 ,58
L,81,3119899.359 ,17532782.896 ,21
K,168,3119526.769 ,17536079.135 ,66
L,82,3119411.979 ,17534348.355 ,21
N,103,3119406.699 ,17534413.179 ,58
K,169,3120240.515 ,17536645.711 ,66
L,83,3120046.589 ,17534393.650 ,21
N,104,3120366.833 ,17537182.756 ,58
N,105,3119124.602 ,17537730.088 ,58
N,106,3120424.468 ,17538058.321 ,58
N,107,3119636.766 ,17538249.123 ,58
K,170,3120857.388 ,17534581.017 ,66
K,171,3121437.122 ,17536950.793 ,66
N,108,3121497.280 ,17538171.117 ,58
N,109,3121688.895 ,17533731.920 ,58
K,172,3121563.165 ,17536802.395 ,66
K,173,3121250.567 ,17534503.132 ,66
K,174,3120955.083 ,17535614.994 ,66
N,110,3121601.343 ,17538207.536 ,58
N,111,3122741.804 ,17538047.197 ,58
N,112,3122878.064 ,17534542.671 ,58
N,113,3123366.675 ,17536947.227 ,58
N,114,3122670.482 ,17534692.758 ,58
N,115,3122681.568 ,17536587.710 ,58
N,116,3117984.923 ,17539215.637 ,58
Q,31,3107895.397 ,17530834.491 ,74
M,55,3107312.776 ,17530027.580 ,85
M,56,3085824.992 ,17537032.552 ,85
O,21,3085999.992 ,17538278.849 ,28
K,175,3080630.707 ,17547629.837 ,66
K,176,3080164.728 ,17547738.852 ,66
K,177,3081001.502 ,17546633.776 ,66
K,178,3082246.012 ,17545676.953 ,66
K,179,3081925.573 ,17548624.953 ,66
K,180,3082973.768 ,17548164.409 ,66
K,181,3082036.343 ,17524737.835 ,66
L,84,3082530.953 ,17546785.511 ,21
P,22,3082600.851 ,17527964.333 ,150
K,182,3082042.159 ,17526866.808 ,66
K,183,3083400.565 ,17548877.141 ,66
K,184,3082697.740 ,17544896.052 ,66
M,57,3082861.942 ,17540900.081 ,85
K,185,3082451.921 ,17547262.943 ,66
K,186,3083128.059 ,17516771.132 ,66
L,85,3083429.564 ,17543597.558 ,21
M,58,3083011.331 ,17530063.232 ,85
K,187,3082895.341 ,17523604.420 ,66
M,59,3083413.740 ,17531248.120 ,85
P,23,3083223.785 ,17530167.699 ,150
K,188,3083173.673 ,17525381.901 ,66
K,189,3083219.115 ,17522637.255 ,66
K,190,3083831.077 ,17521690.196 ,66
P,24,3083628.928 ,17533841.784 ,150
K,191,3083749.719 ,17518128.771 ,66
K,192,3084057.011 ,17520502.994 ,66
N,117,3082939.725 ,17549656.808 ,58
L,86,3084092.896 ,17547966.623 ,21
K,193,3083979.451 ,17515776.228 ,66
L,87,3084291.173 ,17547511.928 ,21
M,60,3083872.880 ,17539416.698 ,85
K,194,3084414.747 ,17523856.011 ,66
K,195,3084536.232 ,17517286.753 ,66
K,196,3084823.806 ,17522661.442 ,66
K,197,3083897.326 ,17519492.353 ,66
K,198,3083818.829 ,17521706.035 ,66
N,118,3084074.428 ,17523311.766 ,58
K,199,3083835.597 ,17526799.463 ,66
K,200,3084479.013 ,17525436.988 ,66
M,61,3084140.611 ,17542419.256 ,85
N,119,3084718.284 ,17518093.350 ,58
N,120,3084809.764 ,17518269.836 ,58
P,25,3084845.401 ,17534144.614 ,150
O,22,3084932.705 ,17543945.964 ,28
O,23,3084870.573 ,17543706.636 ,28
K,201,3084372.345 ,17525586.878 ,66
K,202,3084922.857 ,17523076.544 ,66
O,24,3084687.109 ,17539377.484 ,28
K,203,3084835.837 ,17548637.380 ,66
L,88,3085192.662 ,17527970.631 ,21
P,26,3085283.029 ,17541276.379 ,150
K,204,3084898.155 ,17548961.205 ,66
K,205,3085598.683 ,17526498.356 ,66
N,121,3084711.899 ,17550073.375 ,58
K,206,3085304.521 ,17526060.298 ,66
N,122,3085804.735 ,17522352.403 ,58
K,207,3086139.915 ,17521388.445 ,66
K,208,3085401.971 ,17520229.842 ,66
K,209,3085661.298 ,17520406.269 ,66
N,123,3085864.998 ,17517665.527 ,58
K,210,3085678.515 ,17519444.615 ,66
N,124,3085658.015 ,17523397.863 ,58
K,211,3086448.424 ,17523381.971 ,66
K,212,3086423.839 ,17519020.934 ,66
K,213,3085626.442 ,17521271.996 ,66
M,62,3086850.862 ,17541030.433 ,85
L,89,3086546.839 ,17547257.905 ,21
K,214,3086699.212 ,17549241.442 ,66
K,215,3085757.853 ,17522003.380 ,66
L,90,3086746.359 ,17528282.252 ,21
K,216,3086709.058 ,17526053.464 ,66
P,27,3085983.355 ,17545273.482 ,150
L,91,3085612.515 ,17531142.633 ,21
M,63,3086241.592 ,17540301.559 ,85
K,217,3086011.226 ,17548685.395 ,66
K,218,3085963.061 ,17530320.074 ,66
K,219,3085623.787 ,17524890.153 ,66
K,220,3086305.206 ,17530491.019 ,66
K,221,3085981.578 ,17527016.295 ,66
K,222,3086118.984 ,17522138.139 ,66
M,64,3086057.424 ,17543142.399 ,85
L,92,3086591.466 ,17528384.781 ,21
N,125,3086159.739 ,17520086.355 ,58
K,223,3086529.475 ,17524758.240 ,66
P,28,3086632.549 ,17534472.067 ,150
K,224,3086642.556 ,17549300.802 ,66
P,29,3086017.881 ,17543247.114 ,150
L,93,3086628.184 ,17531723.253 ,21
K,225,3086303.374 ,17522423.443 ,66
K,226,3086434.592 ,17523400.533 ,66
M,65,3086451.123 ,17542298.845 ,85
N,126,3086554.286 ,17520328.423 ,58
N,127,3086786.943 ,17549913.431 ,58
N,128,3086994.076 ,17518955.820 ,58
N,129,3086479.747 ,17518330.894 ,58
P,30,3087101.851 ,17534165.907 ,150
N,130,3087263.268 ,17518546.416 ,58
P,31,3087391.168 ,17536037.501 ,150
O,25,3087049.269 ,17533750.391 ,28
K,227,3086669.938 ,17523775.140 ,66
M,66,3087357.537 ,17541786.884 ,85
P,32,3087274.009 ,17543676.318 ,150
N,131,3086400.699 ,17517157.646 ,58
K,228,3087484.601 ,17522215.506 ,66
K,229,3087534.770 ,17525285.880 ,66
K,230,3087614.067 ,17547755.529 ,66
K,231,3087208.233 ,17526795.264 ,66
K,232,3087791.417 ,17525133.634 ,66
N,132,3087407.124 ,17517217.172 ,58
K,233,3087519.560 ,17520772.757 ,66
P,33,3087986.953 ,17535197.837 ,150
K,234,3087672.672 ,17527221.113 ,66
K,235,3087963.319 ,17528946.609 ,66
K,236,3088253.094 ,17549663.775 ,66
P,34,3088207.998 ,17542987.648 ,150
P,35,3088560.393 ,17534756.771 ,150
L,94,3087856.796 ,17529178.263 ,21
K,237,3088121.184 ,17530306.818 ,66
K,238,3087835.862 ,17519931.315 ,66
K,239,3088114.053 ,17530568.008 ,66
K,240,3088661.584 ,17520122.735 ,66
N,133,3088359.508 ,17519470.359 ,58
N,134,3088503.662 ,17518235.053 ,58
K,241,3087799.850 ,17522190.690 ,66
O,26,3087525.826 ,17541295.981 ,28
L,95,3087562.164 ,17522269.330 ,21
K,242,3088132.217 ,17523786.855 ,66
K,243,3087829.629 ,17519695.852 ,66
L,96,3087568.834 ,17523715.017 ,21
N,135,3087604.980 ,17516689.090 ,58
L,97,3088538.124 ,17546939.374 ,21
